"rs","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ncontrol","ntreatment","outcomes1_2","outcome_c1","outcome_t1","outcome_c2","outcome_t2"
"ML1","Gain vs. loss framing","charles","CZE",1,"83","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.1",52,31,"count exact (gain, loss) _ count probability (gain, loss)",31,17,21,14
"ML1","Gain vs. loss framing","conncoll","USA",1,"91","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.86",51,40,"count exact (gain, loss) _ count probability (gain, loss)",38,14,13,26
"ML1","Gain vs. loss framing","csun","USA",0,"94","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.56",51,43,"count exact (gain, loss) _ count probability (gain, loss)",34,17,17,26
"ML1","Gain vs. loss framing","help","MYS",1,"99","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.59",56,43,"count exact (gain, loss) _ count probability (gain, loss)",30,11,26,32
"ML1","Gain vs. loss framing","ithaca","USA",1,"89","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.72",50,39,"count exact (gain, loss) _ count probability (gain, loss)",35,14,15,25
"ML1","Gain vs. loss framing","jmu","USA",0,"172","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.74",85,87,"count exact (gain, loss) _ count probability (gain, loss)",59,30,26,57
"ML1","Gain vs. loss framing","ku","TUR",0,"113","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.56",54,59,"count exact (gain, loss) _ count probability (gain, loss)",30,17,24,42
"ML1","Gain vs. loss framing","laurier","CAN",1,"110","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.82",61,49,"count exact (gain, loss) _ count probability (gain, loss)",42,15,19,34
"ML1","Gain vs. loss framing","lse","GBR",1,"273","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.73",145,128,"count exact (gain, loss) _ count probability (gain, loss)",88,34,57,94
"ML1","Gain vs. loss framing","luc","USA",1,"144","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.72",82,62,"count exact (gain, loss) _ count probability (gain, loss)",53,19,29,43
"ML1","Gain vs. loss framing","mcdaniel","USA",0,"97","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.31",47,50,"count exact (gain, loss) _ count probability (gain, loss)",28,22,19,28
"ML1","Gain vs. loss framing","msvu","CAN",1,"84","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.54",46,38,"count exact (gain, loss) _ count probability (gain, loss)",29,14,17,24
"ML1","Gain vs. loss framing","mturk","USA",0,"996","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.62",464,532,"count exact (gain, loss) _ count probability (gain, loss)",302,189,162,343
"ML1","Gain vs. loss framing","osu","USA",1,"106","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.67",52,54,"count exact (gain, loss) _ count probability (gain, loss)",33,17,19,37
"ML1","Gain vs. loss framing","oxy","USA",1,"120","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.26",66,54,"count exact (gain, loss) _ count probability (gain, loss)",44,29,22,25
"ML1","Gain vs. loss framing","pi","USA",0,"1312","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.57",680,632,"count exact (gain, loss) _ count probability (gain, loss)",386,188,294,444
"ML1","Gain vs. loss framing","psu","USA",1,"95","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.63",47,48,"count exact (gain, loss) _ count probability (gain, loss)",30,16,17,32
"ML1","Gain vs. loss framing","qccuny","USA",1,"102","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.69",43,59,"count exact (gain, loss) _ count probability (gain, loss)",28,19,15,40
"ML1","Gain vs. loss framing","qccuny2","USA",1,"80","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.3",41,39,"count exact (gain, loss) _ count probability (gain, loss)",23,16,18,23
"ML1","Gain vs. loss framing","sdsu","USA",1,"161","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.42",80,81,"count exact (gain, loss) _ count probability (gain, loss)",50,34,30,47
"ML1","Gain vs. loss framing","swps","POL",1,"78","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.57",44,34,"count exact (gain, loss) _ count probability (gain, loss)",25,10,19,24
"ML1","Gain vs. loss framing","swpson","POL",0,"165","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.52",80,85,"count exact (gain, loss) _ count probability (gain, loss)",37,19,43,66
"ML1","Gain vs. loss framing","tamu","USA",1,"185","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.55",80,105,"count exact (gain, loss) _ count probability (gain, loss)",48,35,32,70
"ML1","Gain vs. loss framing","tamuc","USA",1,"86","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.48",39,47,"count exact (gain, loss) _ count probability (gain, loss)",25,19,14,28
"ML1","Gain vs. loss framing","tamuon","USA",0,"224","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.49",115,109,"count exact (gain, loss) _ count probability (gain, loss)",75,45,40,64
"ML1","Gain vs. loss framing","tilburg","NLD",1,"80","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.03",46,34,"count exact (gain, loss) _ count probability (gain, loss)",29,6,17,28
"ML1","Gain vs. loss framing","ufl","USA",1,"127","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.17",68,59,"count exact (gain, loss) _ count probability (gain, loss)",47,11,21,48
"ML1","Gain vs. loss framing","unipd","ITA",0,"143","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.86",82,61,"count exact (gain, loss) _ count probability (gain, loss)",48,12,34,49
"ML1","Gain vs. loss framing","uva","USA",1,"79","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.82",36,43,"count exact (gain, loss) _ count probability (gain, loss)",22,10,14,33
"ML1","Gain vs. loss framing","vcu","USA",1,"107","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.32",43,64,"count exact (gain, loss) _ count probability (gain, loss)",25,27,18,37
"ML1","Gain vs. loss framing","wisc","USA",1,"96","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.09",56,40,"count exact (gain, loss) _ count probability (gain, loss)",41,10,15,30
"ML1","Gain vs. loss framing","wku","USA",1,"102","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.7",46,56,"count exact (gain, loss) _ count probability (gain, loss)",34,23,12,33
"ML1","Gain vs. loss framing","wl","USA",1,"90","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.49",42,48,"count exact (gain, loss) _ count probability (gain, loss)",30,23,12,25
"ML1","Gain vs. loss framing","wpi","USA",1,"87","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.67",51,36,"count exact (gain, loss) _ count probability (gain, loss)",32,11,19,25
"ML1","Allowed vs. forbidden","abington","USA",1,"82","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.92",52,30,"count allow (yes, no) _ count forbid (yes, no)",9,27,43,3
"ML1","Allowed vs. forbidden","brasilia","BRA",1,"120","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.06",64,56,"count allow (yes, no) _ count forbid (yes, no)",14,52,50,4
"ML1","Allowed vs. forbidden","charles","CZE",1,"84","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.49",45,39,"count allow (yes, no) _ count forbid (yes, no)",11,33,34,6
"ML1","Allowed vs. forbidden","conncoll","USA",1,"94","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.3",57,37,"count allow (yes, no) _ count forbid (yes, no)",8,34,49,3
"ML1","Allowed vs. forbidden","csun","USA",0,"94","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.54",60,34,"count allow (yes, no) _ count forbid (yes, no)",10,27,50,7
"ML1","Allowed vs. forbidden","help","MYS",1,"102","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.53",52,50,"count allow (yes, no) _ count forbid (yes, no)",7,46,45,4
"ML1","Allowed vs. forbidden","ithaca","USA",1,"89","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.51",56,33,"count allow (yes, no) _ count forbid (yes, no)",16,30,40,3
"ML1","Allowed vs. forbidden","jmu","USA",0,"170","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.12",103,67,"count allow (yes, no) _ count forbid (yes, no)",18,62,85,5
"ML1","Allowed vs. forbidden","ku","TUR",0,"112","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.07",73,39,"count allow (yes, no) _ count forbid (yes, no)",33,19,40,20
"ML1","Allowed vs. forbidden","laurier","CAN",1,"112","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.94",82,30,"count allow (yes, no) _ count forbid (yes, no)",36,27,46,3
"ML1","Allowed vs. forbidden","lse","GBR",1,"277","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.69",157,120,"count allow (yes, no) _ count forbid (yes, no)",35,105,122,15
"ML1","Allowed vs. forbidden","luc","USA",1,"144","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.18",92,52,"count allow (yes, no) _ count forbid (yes, no)",17,50,75,2
"ML1","Allowed vs. forbidden","mcdaniel","USA",0,"98","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.21",59,39,"count allow (yes, no) _ count forbid (yes, no)",13,38,46,1
"ML1","Allowed vs. forbidden","msvu","CAN",1,"83","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.91",41,42,"count allow (yes, no) _ count forbid (yes, no)",11,39,30,3
"ML1","Allowed vs. forbidden","mturk","USA",0,"999","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.44",553,446,"count allow (yes, no) _ count forbid (yes, no)",83,414,470,32
"ML1","Allowed vs. forbidden","osu","USA",1,"107","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.04",62,45,"count allow (yes, no) _ count forbid (yes, no)",13,42,49,3
"ML1","Allowed vs. forbidden","oxy","USA",1,"121","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","4.27",60,61,"count allow (yes, no) _ count forbid (yes, no)",5,60,55,1
"ML1","Allowed vs. forbidden","pi","USA",0,"1315","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.7",768,547,"count allow (yes, no) _ count forbid (yes, no)",100,519,668,28
"ML1","Allowed vs. forbidden","psu","USA",1,"94","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.18",49,45,"count allow (yes, no) _ count forbid (yes, no)",12,43,37,2
"ML1","Allowed vs. forbidden","qccuny","USA",1,"102","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.43",65,37,"count allow (yes, no) _ count forbid (yes, no)",21,34,44,3
"ML1","Allowed vs. forbidden","qccuny2","USA",1,"84","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.59",51,33,"count allow (yes, no) _ count forbid (yes, no)",14,30,37,3
"ML1","Allowed vs. forbidden","sdsu","USA",1,"160","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.43",92,68,"count allow (yes, no) _ count forbid (yes, no)",16,65,76,3
"ML1","Allowed vs. forbidden","swps","POL",1,"79","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.45",51,28,"count allow (yes, no) _ count forbid (yes, no)",12,24,39,4
"ML1","Allowed vs. forbidden","swpson","POL",0,"168","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.74",96,72,"count allow (yes, no) _ count forbid (yes, no)",20,63,76,9
"ML1","Allowed vs. forbidden","tamu","USA",1,"187","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.48",110,77,"count allow (yes, no) _ count forbid (yes, no)",26,65,84,12
"ML1","Allowed vs. forbidden","tamuc","USA",1,"87","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.87",48,39,"count allow (yes, no) _ count forbid (yes, no)",10,35,38,4
"ML1","Allowed vs. forbidden","tamuon","USA",0,"220","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.71",125,95,"count allow (yes, no) _ count forbid (yes, no)",36,88,89,7
"ML1","Allowed vs. forbidden","tilburg","NLD",1,"79","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.22",50,29,"count allow (yes, no) _ count forbid (yes, no)",14,24,36,5
"ML1","Allowed vs. forbidden","ufl","USA",1,"126","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.29",73,53,"count allow (yes, no) _ count forbid (yes, no)",13,50,60,3
"ML1","Allowed vs. forbidden","unipd","ITA",0,"142","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.78",94,48,"count allow (yes, no) _ count forbid (yes, no)",32,35,62,13
"ML1","Allowed vs. forbidden","uva","USA",1,"80","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.88",49,31,"count allow (yes, no) _ count forbid (yes, no)",8,27,41,4
"ML1","Allowed vs. forbidden","vcu","USA",1,"106","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.58",72,34,"count allow (yes, no) _ count forbid (yes, no)",17,31,55,3
"ML1","Allowed vs. forbidden","wisc","USA",1,"96","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.8",56,40,"count allow (yes, no) _ count forbid (yes, no)",14,37,42,3
"ML1","Allowed vs. forbidden","wku","USA",1,"102","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.19",56,46,"count allow (yes, no) _ count forbid (yes, no)",11,43,45,3
"ML1","Allowed vs. forbidden","wl","USA",1,"90","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","2.35",56,34,"count allow (yes, no) _ count forbid (yes, no)",12,34,44,0
"ML1","Allowed vs. forbidden","wpi","USA",1,"87","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","1.39",53,34,"count allow (yes, no) _ count forbid (yes, no)",14,29,39,5
"ML1","Norm of reciprocity","abington","USA",1,"84","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.12",44,40,"count yes (asked first, second) _ count no (asked first, second)",29,24,15,16
"ML1","Norm of reciprocity","brasilia","BRA",1,"120","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.33",56,64,"count yes (asked first, second) _ count no (asked first, second)",45,42,11,22
"ML1","Norm of reciprocity","charles","CZE",1,"83","Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d","0.36",45,38,"count yes (asked first, second) _ count no (asked first, second)",42,31,3,7
